role_id,name,actor,actor_id
role_6a4aa2dc,Harry Meade,David Keith,nm0001418
role_96bf8327,Ray Binkowski,Tim Thomerson,nm0859772
role_f436dc0c,Samuel Ellison,Eddie Albert,nm0000734
role_f78bd502,Lenore Meade,Penelope Milford,nm0587340
role_84951fee,Hooker,Charlie Rich,nm0723615
role_35a03fbb,Dick Ebersol,Martin Mull,nm0611898
role_b541dbca,Charlie Pickett,Art Carney,nm0138770
role_0ef52662,Mooney,David Allan Coe,nm0019892
role_d8fce6a4,Nita,Sissy Spacek,nm0000651
role_b9f3cb15,Teddy,Eric Roberts,nm0000616
role_1a49465b,Bailey,Sam Shepard,nm0001731
role_5196f4ce,Calvin,William Sanderson,nm0761836
role_f2c33e39,Arnold,Tracey Walter,nm0910145
role_c720c7a6,Rigby,R.G. Armstrong,nm0035866
role_e0d52058,Harry,Henry Thomas,nm0001794
role_c11a4764,Henry,Carey Hollis Jr.,nm0391178
role_91487447,Mr. Calloway,Ed Geldart,nm0312239
role_6dde71b9,Sheriff,Bill Thurman,nm0862174
role_b8be3153,Ken Harrison,Richard Dreyfuss,nm0000377
role_19a75d52,Dr. Michael Emerson,John Cassavetes,nm0001023
role_5cc3d1ff,Dr. Clare Scott,Christine Lahti,nm0001441
role_254c3789,Carter Hill,Bob Balaban,nm0000837
role_c460ba02,Judge Wyler,Kenneth McMillan,nm0573299
role_0bb83ecc,Mary Jo Sadler,Kaki Hunter,nm0402895
role_cd132ac6,Orderly John,Thomas Carter,nm0141960
role_f9bae8b7,Nurse Rodriguez,Alba Oms,nm0648479
role_f785526b,Pat,Janet Eilber,nm0251733
role_c13874c8,Mrs. Boyle,Kathryn Grody,nm0342852
role_43715bc1,Gen. Douglas MacArthur,Laurence Olivier,nm0000059
role_cd37f307,Barbara Hallsworth,Jacqueline Bisset,nm0000302
role_062cddd0,Maj. Frank Hallsworth,Ben Gazzara,nm0001262
role_f2861d73,Saito-San,Toshirô Mifune,nm0001536
role_f31f70c1,Sgt. Augustus Henderson,Richard Roundtree,nm0745780
role_8eac99d0,David Feld,David Janssen,nm0418148
role_02b1dbdd,Park,Won Namkung,nm0938860
role_f846fc5e,Turkish Brigadier General,Gabriele Ferzetti,nm0275213
role_3ddcb11b,Mr. Longfellow,Rex Reed,nm0715643
role_51e7a1d5,Marguerite,Sabine Sun,nm0754744
role_49c8722c,George Dupler,Gene Hackman,nm0000432
role_2cbb63ac,Cheryl Gibbons,Barbra Streisand,nm0000659
role_83f14dbb,Helen Dupler,Diane Ladd,nm0002663
role_fadacb62,Freddie Dupler,Dennis Quaid,nm0000598
role_d6e32db4,Bobby Gibbons,Kevin Dobson,nm0004878
role_f89d04ab,Richard H. Copleston,William Daniels,nm0200122
role_125ca7a4,Grandmother Gibbons,Ann Doran,nm0233352
role_ac775205,Grandfather Gibbons,James Nolan,nm0634278
role_ce56edc8,Joan Gibbons,Judy Kerr,nm0449742
role_2e1c197f,Jennifer Gibbons,Marlyn Gates,nm0309598
role_d51fbfca,Gruen,Robert Duvall,nm0000380
role_4505c12f,Meade,Treat Williams,nm0001852
role_85ab445e,Hannah,Kathryn Harrold,nm0002130
role_9878abd2,Brigadier,Ed Flanders,nm0281130
role_aeb20653,Remson,Paul Gleason,nm0322339
role_e3db510d,Dempsey,R.G. Armstrong,nm0035866
role_b3e1da88,Denise,Dorothy Fielding,nm0276127
role_08d88adf,Avery,Nicolas Coster,nm0182661
role_e1971378,Homer,Cooper Huckabee,nm0399590
role_6c92e77e,Howard K. Smith,Howard K. Smith,nm0808485
role_661ca295,Lee Winters,Jane Fonda,nm0000404
role_8d69e293,Hubbell 'Hub' Smith,Kris Kristofferson,nm0001434
role_116a256b,Maxwell Emery,Hume Cronyn,nm0002025
role_c3156b46,Roy Lefcourt,Josef Sommer,nm0813977
role_a7510f9c,Sal Naftari,Bob Gunton,nm0348409
role_d1ebb2ad,Jerry Fewster,Macon McCalman,nm0564782
role_a5227f3d,Gil Hovey,Ron Frazier,nm0292623
role_d0993587,Betsy Okamoto,Jodi Long,nm0519023
role_a2e7cf81,Warner Ackerman,Crocker Nevin,nm0627493
role_dc38e630,Henry Lipscomb,Marvin Chatinover,nm0154059
role_5489f23d,Georgia,Marsha Mason,nm0556850
role_f4434e20,Dr. Komack,Ed Moore,nm0601153
role_e6b5cbb9,Toby,Joan Hackett,nm0352466
role_2d6a05fd,Jimmy,James Coco,nm0168394
role_5d8eaba2,Polly,Kristy McNichol,nm0001531
role_c6b42245,Heidi,Nancy Nagler,nm0619383
role_28f9be34,Jason,Dan Monahan,nm0597517
role_91408f45,David,David Dukes,nm0241232
role_be745da5,Receptionist,Ellen La Gamba,nm0478617
role_59b9efb9,Paul,Michael A. Ross,nm0743693
role_2c963204,Eddie White,David Rasche,nm0711058
role_f27d97b5,T.J. Tupus,Paul Jabara,nm0412955
role_80582065,Snapper,Howard Hesseman,nm0381606
role_2154da22,Ericka,Teri Garr,nm0000414
role_2367a3f9,Delia,Jenn Thompson,nm0860279
role_52494419,Little Billy,Peter Billingsley,nm0082526
role_12debe0b,Duane Hansen,Beau Bridges,nm0000977
role_67644dd5,Carmen Odessa Shelby,Beverly D'Angelo,nm0000350
role_eec579fb,Hitchhiker,Daniel Stern,nm0827663
role_a9af7386,Prostitute,Sandra McCabe,nm0564504
role_0d47ac0c,Buddy Evans,Burt Reynolds,nm0000608
role_5850605f,Maggie,Beverly D'Angelo,nm0000350
role_6616fef5,Larry,Norman Fell,nm0001205
role_ca223d31,Kurt,Paul Dooley,nm0233209
role_48a488be,Sophia Thatcher,Elizabeth Ashley,nm0039051
role_53c3f5a1,Jenny Lofton,Lauren Hutton,nm0001381
role_835dd5d0,Celia,Juanita Moore,nm0601428
role_f60eabe5,Tad,Peter Billingsley,nm0082526
role_44cf62ea,Aunt Ethel,Jacqueline Brookes,nm0111795
role_34c4799c,Cathy,Linda Gillen,nm0318838
role_f591a5a9,Steve,Harry Hamlin,nm0002122
role_d7c77843,Buddy,Joseph Bottoms,nm0098733
role_330d363f,Tina,Deborah Van Valkenburgh,nm0888154
role_52d99604,Roger,Richard Cox,nm0185210
role_94f9fd6d,Cal,Dennis Hopper,nm0000454
role_b13f548c,Rick,Dan Haggerty,nm0353624
role_00ab5c00,Barry Tanner,Seymour Cassel,nm0001025
role_a41498f1,Billy T,Sloan Roberts,nm0805982
role_40a5fd72,Policeman,Steve Jones,nm0429283
role_3bf0caa1,Elaine,Ashley Cox,nm0184915
role_50dadfae,Casey,Drew Barrymore,nm0000106
role_fd366198,Phone Voice,Roger Jackson,nm0413994
role_2de45f54,Steve,Kevin Patrick Walls,nm0909384
role_633b596d,Casey's Father,David Booth,nm0095672
role_e5fe495b,Casey's Mother,Carla Hatley,nm0368938
role_a1b8c6b8,Sidney,Neve Campbell,nm0000117
role_17995c3f,Billy,Skeet Ulrich,nm0000240
role_57f15efb,Mr. Prescott,Lawrence Hecht,nm0372967
role_9fd7080f,Gale Weathers,Courteney Cox,nm0001073
role_649e6c60,Kenny,W. Earl Brown,nm0114868
role_9b9a10cc,Max Devlin,Elliott Gould,nm0001285
role_63d65a80,Barney Satin,Bill Cosby,nm0001070
role_687891a4,Penny Hart,Susan Anspach,nm0000769
role_d8293c93,Toby Hart,Adam Rich,nm0723588
role_928565ab,Stella Summers,Julie Budd,nm0118920
role_c5ae7502,Big Billy Hunniker,Sonny Shroyer,nm0795449
role_b894015f,Nerve Nordlinger,David Knell,nm0460671
role_a1c143c9,Jerry Nadler,Chuck Shamata,nm0787825
role_2702e720,Heidi,Deborah Baltzell,nm0051259
role_0e6d3f29,Greg Weems,Ronnie Schell,nm0770742
