role_id,name,actor,actor_id
role_78f7ca1e,Lacey,Suzanna Love,nm0522429
role_15039a3d,Jake,Ron James,nm0416893
role_82e7b27d,Dr. Warren,John Carradine,nm0001017
role_1efe0adb,Willy,Nicholas Love,nm0522392
role_8248cceb,Kevin,Raymond Boyden,nm0101973
role_585372a3,Aunt Helen,Felicite Morgan,nm0604650
role_3ea12a24,Uncle Ernest,Bill Rayburn,nm0713072
role_e09822e2,Father Reilly,Llewelyn Thomas,nm0859169
role_a9bf446d,Young Willy,Jay Wright,nm0942478
role_5d145f4f,Young Lacey,Natasha Schiano,nm0771276
role_009503e3,Maxwell Smart,Don Adams,nm0010915
role_6c4645c8,Agent 34,Sylvia Kristel,nm0000482
role_1ec3265b,Edith Von Secondberg,Rhonda Fleming,nm0281766
role_424cf97b,Chief,Dana Elcar,nm0253020
role_c2c4d0a9,Agent 36,Pamela Hensley,nm0002135
role_a6108d00,Agent 22,Andrea Howard,nm0397109
role_4a0d0537,Carruthers,Norman Lloyd,nm0516093
role_edacec75,Jonathan Levinson Seigle,Bill Dana,nm0199049
role_b5fcacdc,Jerry Krovney,Gary Imhoff,nm0408189
role_0d44ebca,Pam Krovney,Sarah Rush,nm0750706
role_458430e6,Omar Mukhtar,Anthony Quinn,nm0000063
role_0f9a3868,Gen. Rodolfo Graziani,Oliver Reed,nm0001657
role_ede822ef,Mabrouka,Irene Papas,nm0660327
role_98a125a4,Colonel Diodiece,Raf Vallone,nm0885203
role_20fd08ad,Benito Mussolini,Rod Steiger,nm0001768
role_1d97ba4c,Sharif El Gariani,John Gielgud,nm0000024
role_d75c94cf,Salem,Andrew Keir,nm0445139
role_974f1bd4,Major Tomelli,Gastone Moschin,nm0608311
role_bb0daf78,Lt. Sandrini,Stefano Patrizi,nm0665981
role_a51395a2,Colonel Sarsani,Adolfo Lastretti,nm0489947
role_c4c2acf7,Sandy Bates,Woody Allen,nm0000095
role_7527a4f4,Dorrie,Charlotte Rampling,nm0001648
role_fe6026c5,Daisy,Jessica Harper,nm0363888
role_458689ac,Isobel,Marie-Christine Barrault,nm0056763
role_1eb60e3b,Tony,Tony Roberts,nm0731634
role_10e47e65,Actor,Daniel Stern,nm0827663
role_aed271ec,Shelley,Amy Wright,nm0942195
role_9cdfa9d2,Vivian Orkin,Helen Hanft,nm0359834
role_02508a01,Jack Abel,John Rothman,nm0745232
role_8f2cdba8,Sandy's Sister,Anne DeSalvo,nm0211408
role_4b38fc33,Howard Hughes,Jason Robards,nm0001673
role_055826bc,Melvin Dummar,Paul Le Mat,nm0494432
role_a45fc334,Darcy Dummar,Elizabeth Cheshire,nm0156187
role_85256aaa,Lynda Dummar,Mary Steenburgen,nm0005460
role_39a86878,Clark Taylor,Chip Taylor,nm0852118
role_ac3518b7,Bus Depot Counterman,Melvin E. Dummar,nm0241594
role_e339ff1d,Little Red,Michael J. Pollard,nm0689488
role_53ec151e,Lucy,Denise Galik,nm0302113
role_43f5d29a,Go-Go Club Owner #1,Gene Borkan,nm0096908
role_30af93db,Go-Go Dancer,Lesley Margret Burton,nm0123652
role_76914256,Village People: Policeman,Ray Simpson,nm0801163
role_7271ab8b,Village People: Construction Worker,David Hodo,nm0388317
role_3e8905bd,Village People: Indian,Felipe Rose,nm0741377
role_596fdfe4,Village People: Cowboy,Randy Jones,nm0429062
role_247492a8,Village People: Leatherman,Glenn Hughes,nm0400629
role_a99a244e,Village People: G.I.,Alex Briley,nm0109298
role_4af556e9,Samantha Simpson,Valerie Perrine,nm0674781
role_8761de4c,Ron White,Caitlyn Jenner,nm0421063
role_a624f319,Jack Morell,Steve Guttenberg,nm0000430
role_0fce373b,Steve Waits,Paul Sand,nm0761190
role_082ad4b6,Bronco Billy,Clint Eastwood,nm0000142
role_43726130,Antoinette Lily,Sondra Locke,nm0516800
role_9bc300b5,John Arlington,Geoffrey Lewis,nm0507212
role_325d4d4f,Doc Lynch,Scatman Crothers,nm0001079
role_0c8f6c70,Lefty LeBow,Bill McKinney,nm0571853
role_1a6a8ad7,Leonard James,Sam Bottoms,nm0098734
role_c20bf6cf,Chief Big Eagle,Dan Vadis,nm0883013
role_bdbb5b74,Lorraine Running Water,Sierra Pecheur,nm0669579
role_bed6197e,Sheriff Dix,Walter Barnes,nm0055812
role_8e4f657f,Dr. Canterbury,Woodrow Parfrey,nm0661416
role_c6ddc381,Snàporaz,Marcello Mastroianni,nm0000052
role_a440173a,Elena,Anna Prucnal,nm0699147
role_8b2f69d8,Woman on train,Bernice Stegers,nm0825231
role_d41ddb38,Motorcyclist,Jole Silvani,nm0798574
role_08d907bd,Donatella (Woman on roller skates),Donatella Damiani,nm0198767
role_1e44de62,Dr. Xavier Katzone,Ettore Manni,nm0543188
role_bbd82444,Oliver Hardy,Fiammetta Baralla,nm0052921
role_1fd8f1a4,Feminist,Hélène Calzarelli,nm0131017
role_de303c35,Commandant,Catherine Carrel,nm0140151
role_9effaa26,Slave,Marcello Di Falco,nm0223794
role_42fe468d,Dr. Tart,Tim Conway,nm0176792
role_39236745,Inspector Winship,Don Knotts,nm0461455
role_b53807ad,Mistress Phyllis Morley,Trisha Noble,nm0633682
role_c1decab2,Justin,Bernard Fox,nm0288882
role_645dbadc,Nanny,Grace Zabriskie,nm0951471
role_8820c008,Mr. Uwatsum,John Fujioka,nm0297801
role_ae390fa5,Tibet,Stan Ross,nm0743829
role_0762abbb,Jock,Irwin Keyes,nm0450815
role_d04429bb,Hilda,Suzy Mandel,nm0541681
role_e1b66776,Lord Morley,Fred Stuthman,nm0836475
role_b86801ef,Hank Anderson,Paul Newman,nm0000056
role_b09630f0,Kay Kirby,Jacqueline Bisset,nm0000302
role_852dff6b,Shelby Gilmore,William Holden,nm0000034
role_80657774,Brian,Edward Albert,nm0001902
role_f50cdbea,Francis Fendly,Red Buttons,nm0000999
role_4a8f7407,Iolani,Barbara Carrera,nm0000324
role_f106df77,Rose Valdez,Valentina Cortese,nm0181305
role_be0f0121,Nikki,Veronica Hamel,nm0357557
role_508480f5,Tiny Baker,Alex Karras,nm0440090
role_19bd2c9d,Rene Valdez,Burgess Meredith,nm0580565
role_8e300e0a,Browning,Chevy Chase,nm0000331
role_7b9028cf,Benji a.k.a Browning,Benjean,nm1449294
role_1c5840ac,Jackie,Jane Seymour,nm0005412
role_324e1d4f,Bart,Omar Sharif,nm0001725
role_0f3e7870,Bernie,Robert Morley,nm0605923
role_03f4f45f,Higgins,Stuart Germain,nm0314492
role_0ce870bf,Deaf Postie,Stuart Germain,nm0314492
role_53134083,Freddie,Alan Sues,nm0837297
role_e659a1c1,Alistair Becket,John Stride,nm0834438
role_a8cd99ee,Montanero,Donnelly Rhodes,nm0722413
role_70a326f9,Scott James,Chuck Norris,nm0001569
role_08b1c4a0,Justine,Karen Carlson,nm0137948
role_4cd3282c,McCarn,Lee Van Cleef,nm0001812
role_ecd130b8,A. J.,Art Hindle,nm0385543
role_8c30e784,Aura,Carol Bagdasarian,nm0046560
role_18a6c262,Seikura,Tadashi Yamashita,nm0945632
role_85dfc59f,Nancy,Kim Lankford,nm0486905
role_dce2dfa3,Tibor,Larry D. Mann,nm0542847
role_32fd450e,Doggo,Kurt Grayson,nm0337117
role_84965379,Kyo - Seikura's Enforcer,Richard Norton,nm0636280
role_9acfcab4,Steve Bancroft,Gary Collins,nm0004833
role_63111251,Gordon Cain,Robert Vaughn,nm0001816
role_62a506c1,Lew Price,James Hampton,nm0358996
role_e9d6855d,Frank Morrison,Philip Abbott,nm0008041
role_57d462ea,Frank Lafferty,Joseph Campanella,nm0132103
role_1dec93a3,Sarah Michaels,Pamela Bellwood,nm0000900
role_c14c5784,Phil Cameron,Tom Hallick,nm0356535
role_95e8029d,Paul Bannister,Steven Keats,nm0444198
role_b2bb2c99,Professor Mills,William Schallert,nm0769974
role_0666bb26,Harry Forbes,Darren McGavin,nm0569000
role_ea1fa992,Aunt Louise,Cloris Leachman,nm0001458
role_7cf082ff,D.J.,Charles Martin Smith,nm0001747
role_bc3dbc7d,Prindle,John Vernon,nm0006893
role_281f6f30,Pete,Stephen W. Burns,nm0122881
role_3b2754e7,Melissa,Elyssa Davalos,nm0202497
role_585fe412,Paco,Joaquin Garay III,nm0304872
role_d8ab6b9f,Captain Blythe,Harvey Korman,nm0466327
role_b98ba1f0,Shepard,Richard Jaeckel,nm0001395
role_cfa4ec82,Quinn,Alex Rocco,nm0733678
role_67f89a30,Chief Steward,Fritz Feld,nm0270915
role_30f9b7f0,Paul Dietrich,Richard Dreyfuss,nm0000377
role_8230d9fd,Heidi Joan Schoonover,Amy Irving,nm0001388
role_0c48f4ab,Greta Vandemann,Lee Remick,nm0001665
role_a35f3ca1,Andrew Erskine,Sam Wanamaker,nm0910737
role_f386876d,Jerry DiSalvo,Joseph Cali,nm0129955
role_cdf05c37,Michael Humphries,Ty Henderson,nm0376621
role_f5d088da,Tatjana Baronova,Vicki Kriegler,nm0471226
role_97f0925f,Mark Landau,Adam Stern,nm0827617
role_59eea9f6,Mr. Dietrich,Philip Sterling,nm0827572
role_c540a872,Mrs. Dietrich,Gloria Stroock,nm0835083
role_4b4e2d08,Kate Gunzinger,Jill Clayburgh,nm0001049
role_133a0d0b,Ben Lewin,Michael Douglas,nm0000140
role_cffa2224,Homer,Charles Grodin,nm0001301
role_e555514a,Emma,Beverly Garland,nm0307500
role_ed399909,Jacob,Steven Hill,nm0384696
role_4ab0b261,Maryanne,Teresa Baxter,nm0062823
role_439c24ee,Rita,Joan Copeland,nm0178616
role_b806ff8f,Hunter,John Gabriel,nm0300235
role_37c15ec3,Jerome,Charles Kimbrough,nm0453909
role_86eb041c,Flicker,Roger Robinson,nm0733051
role_3f584bdf,Buck Bonham,Willie Nelson,nm0005268
role_ae64fa7f,Viv Bonham,Dyan Cannon,nm0001007
role_ee08f11e,Lily Ramsey,Amy Irving,nm0001388
role_b55925d5,Garland Ramsey,Slim Pickens,nm0001620
role_2e9490ee,Jamie Bonham,Joey Floyd,nm0283269
role_2db5f192,Sid,Charles Levin,nm0505570
role_3a35d9b9,Rosella Ramsey,Priscilla Pointer,nm0688467
role_8c57b3e1,Cotton Roberts,Mickey Rooney Jr.,nm0740296
role_5d2fce20,Rooster,Pepe Serna,nm0785277
role_df036644,Brag (Cotton's manager),Lane Smith,nm0809031
role_ded0ad3c,Margaret,Rebecca Hall,nm0356017
role_4841c60c,David,Tim Roth,nm0000619
role_cf383a3c,Abbie,Grace Kaufman,nm4272103
role_1d772fcb,Peter,Michael Esper,nm1092022
role_a7ab5134,Gwyn,Angela Wong Carbone,nm7688164
role_d588ae22,Officer Geary,Josh Drennen,nm0989156
role_2653b787,Desk Clerk,Rosemary Howard,nm0397582
role_aade7b7d,Tess,Winsome Brown,nm1175113
role_bf373705,Amanda,Zarra Kaahn,nm9221491
role_8273a7a2,Driver,Jaime Zevallos,nm0955245
role_125a4d7c,Dominick DiNapoli,Dom DeLuise,nm0001123
role_ad21f91f,Antoinette,Anne Bancroft,nm0000843
role_1bdc77f4,Frankie,Ron Carey,nm0137030
role_630eef82,Lydia,Candice Azzara,nm0044489
role_7998b6a7,Charlie,Michael Lombard,nm0518323
role_dea467ca,Vito,Sal Viscuso,nm0899601
role_cf74246c,Ida Rendino,Delia Salvi,nm0759432
role_43b38bf2,Johnny,Robert Costanzo,nm0182456
role_7ea61392,Mrs. Goodman,Estelle Reiner,nm0717995
role_64cb61d1,Sonny,Richard Karron,nm0440126
role_2657ddbf,Katerina 'Katya' Tikhomirova,Vera Alentova,nm0018079
role_d251d70c,Georgiy 'Gosha',Aleksey Batalov,nm0060692
role_428d691f,Lyudmila Sviridova,Irina Muravyova,nm0613655
role_f51f0498,Sergey 'Seryozha' Gurin,Aleksandr Fatyushin,nm0268945
role_1aad12c8,Antonina Buyanova,Raisa Ryazanova,nm0752925
role_65b1e359,Nikolay,Boris Smorchkov,nm0810672
role_49a2547f,Rodion 'Rudolph' Rachkov,Yuriy Vasilev,nm0890588
role_39b8e430,Aleksandra - Katerina's Daughter,Natalya Vavilova,nm0891347
role_88f255bd,Volodya,Oleg Tabakov,nm0845867
role_63b5f258,Rachkov's Mother,Yevgeniya Khanayeva,nm0451355
role_f1f21379,Fu Manchu,Peter Sellers,nm0000634
role_9abbfca9,Nayland Smith,Peter Sellers,nm0000634
role_4d24aa7c,Alice Rage,Helen Mirren,nm0000545
role_75afc6b3,Sir Roger Avery,David Tomlinson,nm0866835
role_4a3db56f,Joe Capone,Sid Caesar,nm0128377
role_b3be42d1,Robert Townsend,Simon Williams,nm0931702
role_e42f0076,Pete Williams,Steve Franken,nm0291266
role_4bfdf9c6,Ismail,Stratford Johns,nm0424368
role_d96058d1,Perkins,John Le Mesurier,nm0494452
role_4de7b461,Sir Nules Thudd,John Sharp,nm0789070
role_a4782f1d,Harvey Holroyd,Martin Mull,nm0611898
role_fc29d6d9,Kate Holroyd,Tuesday Weld,nm0001839
role_2a20268c,Martha,Sally Kellerman,nm0001419
role_418c7749,Stewart Luckman,Christopher Lee,nm0000489
role_5c4d7baa,Skull,Christopher Lee,nm0000489
role_5f1829f3,Sam Stone,Bill Macy,nm0534409
role_e9258c22,Dr. Leonard Miller,Peter Bonerz,nm0094288
role_b5b8a5f6,Rev. Spike,Tom Smothers,nm0810691
role_d167cff5,Vivian,Barbara Rhoades,nm0722315
role_9d232919,Carol,Pamela Bellwood,nm0000900
role_8fe58e15,Steve Nichols,John Ritter,nm0000615
role_26cec7fc,J. Marsh,Anne Archer,nm0000271
role_52d22738,Walter Reeves,Bert Convy,nm0176622
role_bebaeb39,Calvin Donnelly,Kevin McCarthy,nm0002994
role_e1926a5e,Eddie,Harry Bellaver,nm0068772
role_2823e703,Mrs. Havacheck,Anita Dangler,nm0199525
role_c1422231,Gloria Preston,Jane Hallaren,nm0356284
role_f65c0d65,Mayor,Leonard Harris,nm0364996
role_40b95c7f,Milo,Rick Podell,nm0687940
role_ff115545,Marty Fields,Allan Rich,nm0723590
role_0bc8de2d,Harvey,Dudley Moore,nm0001545
role_fe7e4eae,Herschel,Dudley Moore,nm0001545
role_b542e162,Zoey,Laraine Newman,nm0628170
role_c8710965,Zerelda,Laraine Newman,nm0628170
role_ed0c9785,Hyssop,James Coco,nm0168394
role_b8496030,Angel Of The Lord,Paul Sand,nm0761190
role_9b80c903,Tailor,Jack Gilford,nm0318527
role_5dba9238,Shadrach,Dom DeLuise,nm0001123
role_0212aaf2,Archangel,John Houseman,nm0002144
role_21845018,Sorceress,Madeline Kahn,nm0001404
role_9bf0e7f6,Linus van Pelt,Daniel Anderson,nm0026561
role_0660d9f8,Waiter,Scott Beach,nm0063502
role_1172d5b9,Baron,Scott Beach,nm0063502
role_287de76c,Driver,Scott Beach,nm0063502
role_33334f7b,Tennis Announcer,Scott Beach,nm0063502
role_f39b16f7,English Voice,Scott Beach,nm0063502
role_3a52d2f0,American Male,Scott Beach,nm0063502
role_bb9bcd4f,Marcie,Casey Carlson,nm1313870
role_21749475,Stewardess,Debbie Muller,nm0612111
role_7f4de511,Patricia 'Peppermint Patty' Reichardt,Patricia Patts,nm0666647
role_8e0f601c,Brother Ambrose,Marty Feldman,nm0001204
role_1e264fd2,Dr. Sebastian Melmoth,Peter Boyle,nm0001967
role_ab90c8e0,Mary,Louise Lasser,nm0489837
role_1689865d,G.O.D.,Richard Pryor,nm0001640
role_82023c98,Armageddon T. Thunderbird,Andy Kaufman,nm0001412
role_e2a9c867,Abbot Thelonious,Wilfrid Hyde-White,nm0405035
role_dc43104c,Priest,Severn Darden,nm0201089
role_f28e62c6,Waitress,Larri Thomas,nm0859129
role_3befea08,Skateboarder,David Burton,nm0123556
role_40573f4b,Gardener,Kaisen Chu,nm0160842
role_0fb82ac7,Travis W. Redfish,Meat Loaf,nm0001533
role_cf4abf8f,Lola Bouilliabase,Kaki Hunter,nm0402895
role_2fbe0898,Corpus C. Redfish,Art Carney,nm0138770
role_bcdf6174,B.B. Muldoon,Gailard Sartain,nm0765605
role_02180231,Mohammed Johnson,Don Cornelius,nm0004843
role_f7da9e4c,Alice Poo,Rhonda Bates,nm0061014
role_3ee31975,Ace,Joe Spano,nm0816876
role_25cd0e34,George,Richard Marion,nm0548003
role_70498034,Bird,Sonny Carl Davis,nm0205479
role_768f3fc6,Weather Girl,Ginger Varney,nm0890109
role_c256076b,Bones Burton,Ali MacGraw,nm0532298
role_238fd1f3,Max Herschel,Alan King,nm0454418
role_b004b6ef,Stella Liberti,Myrna Loy,nm0001485
role_2ba86fc9,Seymour Berger,Keenan Wynn,nm0943978
role_66579224,Mike Berger,Tony Roberts,nm0731634
role_c624308a,Steven Routledge,Peter Weller,nm0000693
role_7b375550,Cathy,Sara Truslow,nm0874424
role_51be9c67,Baby,Judy Kaye,nm0443332
role_1ac2885f,Connie Herschel,Dina Merrill,nm0581277
role_de330bff,Dr. Coleson,Joseph Maher,nm0536850
role_4ea0b0bb,Noah Dugan,Elliott Gould,nm0001285
role_3fa2fd45,Bernadette Lafleur,Geneviève Bujold,nm0000991
role_f43ff367,Bobby,Ricky Schroder,nm0005401
role_db00473b,Stoney,Vincent Gardenia,nm0306696
role_ee6fd391,Julie,Tammy Lauren,nm0491079
role_b5f12131,Cleveland,John Fujioka,nm0297801
role_05439e2b,Hiro,Yuki Shimoda,nm0793715
role_dff35694,Coslough,John P. Ryan,nm0752636
role_c1b911eb,Benchley,Dana Elcar,nm0253020
role_7c6ac2e8,Charlotte Braithwaite,Ruth Manning,nm0543371
role_ce0e3312,Sorrowful Jones,Adolphe Menjou,nm0579663
role_a6c5c9b3,Bangles Carson,Dorothy Dell,nm0217306
role_798c8a2e,Big Steve Halloway,Charles Bickford,nm0001948
role_bc16c25d,Marthy 'Marky' Jane,Shirley Temple,nm0000073
role_a8a2f482,Regret,Lynne Overman,nm0653892
role_32a45437,Doc Chesley,Frank McGlynn Sr.,nm0569466
role_1dc3d93b,Sun Rise,John Sheehan,nm0790596
role_8983e6df,Grinder,Garry Owen,nm0654136
role_38f8cba2,Dizzy Memphis,Willie Best,nm0079008
role_317fe22a,Eddie,Huey White,nm0924873
role_f4c0ab24,Willie Kaufman,Michael Ontkean,nm0648920
role_e2dd88cb,Jeannette Sutherland,Margot Kidder,nm0452288
role_b20c7b11,Phil D'Amico,Ray Sharkey,nm0788829
role_40653928,Mrs. Kaufman,Jan Miner,nm0591149
role_0e20feea,Mr. Kaufman,Tom Brennan,nm0107418
role_e18d3ad4,Maria D'Amico,Julie Bovasso,nm0100566
role_bfbd2487,Salvatore D'Amico,Louis Guss,nm0348927
role_eb84f00d,Mrs. Sutherland,Kathleen Maguire,nm0536594
role_ef264c18,Patti Sutherland,Kaki Hunter,nm0402895
role_4a8d6fcc,Rena,Kristine DeBell,nm0213374
role_82be3465,Truck Driver,J.C. Currais,nm3660262
role_8ec24988,Manny Torres,Diego Calva,nm3886586
role_cd1389da,Elephant Wrangler,Jimmy Ortega,nm0650887
role_ae43aa8e,Police Officer,Marcos A. Ferraez,nm0273836
role_86da2c37,Dale,Shane Powers,nm0694615
role_a0a6eb1c,Jane Thornton,Phoebe Tonkin,nm2100081
role_21ce025a,Orville Pickwick,Troy Metcalf,nm1146786
role_b81e2368,Sidney Palmer,Jovan Adepo,nm5381254
role_51f25a4c,Joe Holiday,Hansford Prince,nm0697659
role_d11a71c8,Reggie,Telvin Griffin,nm6666010
role_3f14f712,Windwalker,Trevor Howard,nm0002145
role_a296f1a5,Smiling Wolf,Nick Ramus,nm0709142
role_93b9c014,Crow Brother,Nick Ramus,nm0709142
role_46afe194,Narrator,Nick Ramus,nm0709142
role_ff1a1885,Windwalker as a young man,James Remar,nm0001664
role_6f65ec8b,Tashina,Serene Hedin,nm0373306
role_925022fa,Dancing Moon,Dusty McCrea,nm0566945
role_749e8763,Little Feather,Silvana Gallardo,nm0302637
role_7828c94c,Spotted Deer,Emerson John,nm0424157
role_d96f1beb,Horse That Follows,Jason Stevens,nm0828470
role_4e715f92,Mehak,Radhika Apte,nm2331000
role_72491163,Jiah,Amrita Bagchi,nm13633813
role_70401183,Anusha,Nivedita Bhattacharya,nm12265866
role_bc5d5549,Nikki,Yashaswini Dayama,nm8216309
role_bfb9193c,Shaan,Satyadeep Misra,nm4288932
role_9d1d3c7a,Joey,Arush Nand,nm8738703
role_0b8c68de,Manu Malhotra,Ankur Vikal,nm1340178
role_ce318071,Emily Hollander,Talia Shire,nm0001735
role_3fa58712,Bob Luffrono,Joe Cortese,nm0181288
role_3aa5c7ef,Andrea Glassen,Elizabeth Ashley,nm0039051
role_5419a945,Ida Marx,Kay Medford,nm0575552
role_a0ec0e86,Sam Marx,Michael Gorrin,nm0326284
role_6c4fb587,Steven Hollander,Russell Horton,nm0395671
role_0f0c9482,Dr. Marin,Michael Lipton,nm0513862
role_4bf254f3,Lawrence Obecny,Rick Petrucelli,nm0678385
role_eec8db08,Detective Swid,Ron Ryan,nm0752823
role_4b89952b,Police Woman,Linda Gillen,nm0318838
role_3cb1ec42,Evelyn,Shirley MacLaine,nm0000511
role_7df0d7a1,Walter,James Coburn,nm0000336
role_0bc27e2e,Stephanie,Susan Sarandon,nm0000215
role_c998bb7e,Greg,Stephen Collins,nm0004834
role_9bfe041b,Mrs. Liggett,Sally Kellerman,nm0001419
role_ce3aaa4e,Walter's Nurse,Nan Martin,nm0552832
role_542e54ab,Dulcy,Shelly Batt,nm0061277
role_8730f734,Elegant Doctor,Bernard Behrens,nm0067049
role_b805323c,Nurse,Anne Bloom,nm0089133
role_38db3f89,Hotel Clerk,Fred Carney,nm0138790
role_cf2335ce,Hotspur,Tom Glynn-Carney,nm6077951
role_ef6e29e4,Scot Soldier,Gábor Czap,nm5994557
role_5fb436c7,Northumberland,Tom Fisher,nm0279818
role_2bbfb0a0,Cambridge,Edward Ashley,nm0039049
role_11cdd733,Dorset,Steven Elder,nm0253097
role_5056c7ef,Grey,Stephen Fewell,nm9941172
role_f086a9b7,William,Sean Harris,nm0365317
role_76d5343e,Scrope,Ivan Kaye,nm0443321
role_65dc194f,Westmoreland,Tom Lawrence,nm0493058
role_98d41772,King Henry IV,Ben Mendelsohn,nm0578853
role_7c003c16,God,George Burns,nm0122675
role_95cc3ea9,Paula Richards,Suzanne Pleshette,nm0687189
role_30225356,Don Richards,David Birney,nm0083709
role_5fb87581,Tracy Richards,Louanne,nm0521608
role_a684614d,Shingo,John Louie,nm0521829
role_d7440c2e,Charles Benson - School Principal,Conrad Janis,nm0417641
role_fc78d899,Dr. Jerome Newell,Anthony Holland,nm0390603
role_1155e03d,NBC Newscaster,Hugh Downs,nm0236180
role_d59781d7,Herself on NBC,Joyce Brothers,nm0112579
role_86fa387a,Judge Thomas Miller,Wilfrid Hyde-White,nm0405035
role_9d1c8fdf,Harry Crystal,Frank Langella,nm0001449
role_3cb4e8ee,Ramona,Glynnis O'Connor,nm0640344
role_e7fa8048,Artie Shoemaker,Tom Hulce,nm0001371
role_cd4aa031,Mr. Shoemaker,Jerry Stiller,nm0005467
role_ebb523b4,Dr. Julius Fuldauer,Herbert Berghof,nm0074596
role_236a8d9c,Mickey Bellinger,Kevin McCarthy,nm0002994
role_a78fff07,Fibby Geyer,Joseph Maher,nm0536850
role_d7bcc713,Sherman Sprat,George Morfogen,nm0604420
role_41cdc869,Cooky,Marshall Colt,nm0173268
role_e1810903,D'Angeli,Anthony Mannino,nm0543409
role_c7e7319f,Albin Mougeotte,Michel Serrault,nm0785664
role_42c068a5,'Zaza Napoli',Michel Serrault,nm0785664
role_522aefa8,Renato Baldi,Ugo Tognazzi,nm0865575
role_1d6ffd1d,Broca,Marcel Bozzuffi,nm0102566
role_e1770472,Mrs. Baldi,Paola Borboni,nm0095979
role_a2ace284,Milan,Giovanni Vettorazzo,nm0895477
role_10a04ae7,Luigi,Glauco Onorato,nm0648852
role_32af743a,Ralph,Roberto Bisacco,nm0083838
role_37e75419,Jacob,Benny Luke,nm0525574
role_dbf1343d,Simon Charrier,Michel Galabru,nm0301556
role_a912c22a,Red,Robin Altman,nm0022928
role_10729a90,Chuck Barris,Chuck Barris,nm0057567
role_5b94b19e,Bum,Brian O'Mullin,nm0641873
role_c3bc90de,Violin Player (Elderly Man),Jack Bernardi,nm0076022
role_50bdde82,Singing Group,Satisfaction,nm14588787
role_45e6cb60,Winking Man,William Tregoe,nm0871741
role_d900d8c3,Trumpet Man,Harvey Alpert,nm2654887
role_dae33aff,Mabel,Mabel King,nm0455028
role_3fd6766f,Mabel's Mama,Lillie Shelton,nm0791360
role_33f52daf,Buddy Didlo,James B. Douglas,nm0235096
role_2e9686bc,Self,Gilda Radner,nm0705717
role_eb57b6d7,Self - Various,Gilda Radner,nm0705717
role_857e7fd0,Father Guido Sarducci,Don Novello,nm0637038
role_33069344,Don Kirshner,Paul Shaffer,nm0787238
role_fff2e047,Arnie Schnachtman,Paul Shaffer,nm0787238
role_be93dcad,Student Body President,Paul Shaffer,nm0787238
role_d1569489,The Candy Slice Group,Paul Shaffer,nm0787238
role_be28adc6,Roadie,Nils Nichols,nm0629680
role_e9dad1fc,Audition Scene Pianist,Bob Christianson,nm0160242
role_7e4a377f,The Candy Slice Group,Howard Shore,nm0006290
role_2a39e9b1,Cletus,Treat Williams,nm0001852
role_82d6f136,Kay,Lisa Eichhorn,nm0002059
role_156c77dc,Jeorge,Gabriel Macht,nm0532683
role_f5843fe9,Amy,Susan Heldfond,nm0374954
role_e85cda87,Faith,Anne Byrne Hoffman,nm0126117
role_1b3fc92a,Mrs. Bok,Valerie Curtin,nm0193224
role_efa178ae,Mrs. Crumpe,Jocelyn Brando,nm0104720
role_3dfe8753,Walter,Nicolas Coster,nm0182661
role_897eb5a4,Dr. Barbour,Severn Darden,nm0201089
role_d0b15fdf,Paul,Sonny Carl Davis,nm0205479
role_1f1c5097,Gloria Link,Gilda Radner,nm0705717
role_70551942,President Manfred Link,Bob Newhart,nm0627878
role_dd4a274c,Mrs. Constance Link,Madeline Kahn,nm0001404
role_a90486b4,Press Secretary Bunthorne,Richard Benjamin,nm0000907
role_8011116e,Vice-President William Shockley,Bob Dishy,nm0228336
role_335039ea,Ambassador Spender,Harvey Korman,nm0466327
role_5d46e76d,Dr. Alexander Grade,Austin Pendleton,nm0671721
role_c8b144e9,General G. E. Dumpston,Rip Torn,nm0001800
role_32dee890,Presidential Assistant Feebleman,Fred Willard,nm0929609
role_82548fac,President Mazai Kalundra,John Hancock,nm0359379
role_a197ae06,Ah Chi,Ka-Yan Leung,nm0415777
role_85e28431,Yang Han Wai,Mien Fang,nm1533682
role_cace7e1e,Master Chow Tung,Siu-Tin Yuen,nm0803298
role_e0da0ad6,Indy,Harrison Ford,nm0000148
role_140708cb,Marion,Karen Allen,nm0000261
role_9e66a31e,Belloq,Paul Freeman,nm0293550
role_60f168b5,Toht,Ronald Lacey,nm0479951
role_f5c7558f,Sallah,John Rhys-Davies,nm0722636
role_f590cc8b,Brody,Denholm Elliott,nm0001186
role_af5b50c4,Satipo,Alfred Molina,nm0000547
role_67a04285,Dietrich,Wolf Kahler,nm0434759
role_1c0ea00e,Gobler,Anthony Higgins,nm0001891
role_cae41ce2,Barranca,Vic Tablian,nm0846004
role_819245af,Ned Racine,William Hurt,nm0000458
role_eacc3448,Matty Walker,Kathleen Turner,nm0000678
role_e970a239,Edmund Walker,Richard Crenna,nm0001077
role_b6362553,Peter Lowenstein,Ted Danson,nm0001101
role_64bbc34a,Det. Oscar Grace,J.A. Preston,nm0696430
role_a420c065,Teddy Lewis,Mickey Rourke,nm0000620
role_43bb3fac,Mary Ann,Kim Zimmer,nm0956631
role_05ee369d,Stella,Jane Hallaren,nm0356284
role_fb21de1e,Roz Kraft,Lanna Saunders,nm0766869
role_a79362c6,Heather Kraft,Carola McGuinness,nm0570123
