director_id,name
dir_14fa4882,Duwayne Dunham
dir_be17d1a3,Dwight H. Little
dir_1ea8bd6b,Dylan Brown
dir_34e7553a,Dylan Thomas Ellis
dir_89e4b62a,E. Elias Merhige
dir_5092696f,E. Max Frye
dir_aa545097,E.W. Swackhamer
dir_5eb6115f,Ed Decter
dir_d91d8cb8,Ed Harris
dir_229986b3,Eddie Mensore
dir_5be53504,Eddie Murphy
dir_6449ba22,Edgar Wright
dir_a1cd8ed4,Edward Burns
dir_6e26fae9,Edward James Olmos
dir_1fe1022f,Edward Norton
dir_5c465deb,Edward Yang
dir_66e7daeb,Edward Zwick
dir_9105956f,Elaine May
dir_641406d8,Eli Craig
dir_61c1e7d3,Eli Roth
dir_aebfb302,Elise Durán
dir_7ece6d33,Eliseo Subiela
dir_cff6ebcf,Eliza Hittman
dir_f4ea6ab0,Elizabeth Allen Rosenbaum
dir_5af54de5,Elizabeth Banks
dir_f2b51c5a,Elizabeth Wood
dir_63a74ec9,Elliott Hong
dir_7603e569,Ellory Elkayem
dir_25b44d4e,Emile Ardolino
dir_43a77176,Emilio Estevez
dir_44e9815d,Emir Kusturica
dir_9382fef9,Emma Tammi
dir_2d3c43be,Enzo G. Castellari
dir_c9b4da8b,Eric Blakeney
dir_6c5d51e8,Eric Bress
dir_60b6fac1,Eric Brevig
dir_39695ec6,Eric Darnell
dir_c8af8e07,Eric Karson
dir_d342780d,Eric Leighton
dir_e2cfc502,Eric Meza
dir_7811659f,Eric Red
dir_715bfe15,Eric Schaeffer
dir_cfd80799,Eric Till
dir_f8d6653c,Eric Valette
dir_31a6b294,Ericson Core
dir_7b3c9c98,Erik Skjoldbjærg
dir_0be181e6,Erik Van Looy
dir_498c5216,Ernest R. Dickerson
dir_3fc74364,Ernest Thompson
dir_9865eabc,Etan Cohen
dir_c717c6f1,Ethan Coen
dir_ff802a6d,Ethan Maniquis
dir_0685b92d,Ethan Wiley
dir_6f95c08d,Ettore Scola
dir_863c7bdf,Eugene Corr
dir_2bcfff84,Eugene Levy
dir_59bab7f3,Euzhan Palcy
dir_0ae63026,Evan Goldberg
dir_de477e98,Evelyn Purcell
dir_27a9d159,Ewan McGregor
dir_a2154ccd,F. Gary Gray
dir_dddc0401,F. Javier Gutiérrez
dir_d69ac771,Fabián Bielinsky
dir_b46bee57,Farah Khan
dir_a5f0cfdb,Farhad Mann
dir_96ed947b,Farhan Akhtar
dir_c728809e,Fatih Akin
dir_7925cc17,Fede Alvarez
dir_24841658,Federico Fellini
dir_9511bee1,Felix van Groeningen
dir_db0615b9,Fenton Bailey
dir_b6983947,Ferdinand Fairfax
dir_e6ff73b4,Ferdinando Baldi
dir_7b45a432,Fernando Meirelles
dir_4ba872c4,Fernando Trueba
dir_5a3c3e5e,Fina Torres
dir_357fff20,Fisher Stevens
dir_c03fad72,Florent-Emilio Siri
dir_14bd3794,Floria Sigismondi
dir_1a20357c,Florian Henckel von Donnersmarck
dir_9774639c,Floyd Mutrux
dir_f98c5bc8,Fons Rademakers
dir_5fce1d19,Forest Whitaker
dir_124d64a6,Fran Rubel Kuzui
dir_6c2ae985,Franc Roddam
dir_3e488d08,Francesca Gregorini
dir_6908fcb1,Francine McDougall
dir_5602db76,Francis Ford Coppola
dir_107c976c,Francis Lawrence
dir_4e698d34,Francis Lee
dir_5f3cd810,Francis Megahy
dir_852bb18d,Francis Veber
dir_87062b45,Franck Khalfoun
dir_55034e71,Franco Amurri
dir_eb11f976,Franco Rosso
dir_2745df20,Franco Zeffirelli
dir_89c515cb,Frank Coraci
dir_80de2f7c,Frank Darabont
dir_6c1a226f,Frank De Felitta
dir_e217ae80,Frank Harris
dir_ec658efe,Frank Henenlotter
dir_fcca5ca7,Frank LaLoggia
dir_8e164376,Frank Marshall
dir_c51c671d,Frank Miller
dir_d257c1b5,Frank Oz
dir_f58701cb,Frank Perry
dir_fc0be080,Frank Whaley
dir_b579a0f9,Frank Zuniga
dir_039f6ca1,Franklin J. Schaffner
dir_61e93172,Frant Gwo
dir_3fad66c1,François Girard
dir_82bec498,François Ozon
dir_6ed71ab1,François Simard
dir_3d28652a,Fraser C. Heston
dir_cb592783,Fred Dekker
dir_5df6ed50,Fred Durst
dir_52be43a1,Fred Olen Ray
dir_8b2a1066,Fred Schepisi
dir_1f22f255,Fred Walton
dir_85f0eeeb,Fred Wolf
dir_dbf84b15,Fred Zinnemann
dir_c5e500c8,Freddie Francis
dir_b0797a28,Frederik Du Chau
dir_4cee28bd,Fredrik Bond
dir_e563cb46,Fritz Kiersch
dir_4ec65b96,Fruit Chan
dir_f3543418,Frédéric Fonteyne
dir_cc56a7a1,Frédéric Forestier
dir_26efb741,Fumihiko Takayama
dir_fe7730c1,Félix Enríquez Alcalá
dir_94f358d3,Gabor Csupo
dir_951da8d6,Gabriel Axel
dir_b24efddc,Gabriela Cowperthwaite
dir_30846475,Gabriele Muccino
dir_c3d05296,Gabriele Salvatores
dir_d9768c02,Gaby Dellal
dir_a96a870a,Gail Mancuso
dir_dbedc34a,Gareth Edwards
dir_ccd2663d,Gareth Evans
dir_b334adc6,Garry Marshall
dir_e8bbd7b7,Garth Davis
dir_86319c2a,Garth Jennings
dir_5f748956,Gary Chapman
dir_1e4c501a,Gary Dauberman
dir_37af089e,Gary David Goldberg
dir_9b323de0,Gary Fleder
dir_5589cba6,Gary Goddard
dir_1012ccfd,Gary Halvorson
dir_b44ec749,Gary Hudson
dir_eda811bd,Gary Jones
dir_b7f72299,Gary McKendry
dir_444d3074,Gary Nelson
dir_7d91d89e,Gary Ross
dir_3a08bd21,Gary Rydstrom
dir_36f52a66,Gary Sherman
dir_96187f16,Gary Shore
dir_6a3d7402,Gary Sinise
dir_24a80965,Gary Sinyor
dir_3e052681,Gary Trousdale
dir_ad391cee,Gary Weis
dir_099c9e9c,Gary Winick
dir_af4e7bcb,Gaspar Noé
dir_6d1c8a8a,Gavin Hood
dir_73da8ace,Gavin Millar
dir_a2960abe,Gavin O'Connor
dir_d3b9ac64,Gavin Wiesen
dir_6b630fc1,Gene Quintano
dir_c5567f37,Gene Saks
dir_7bf583cf,Gene Stupnitsky
dir_b948bb38,Gene Taft
dir_ae468b56,Gene Wilder
dir_85a8117e,Geneviève Robert
dir_a424092b,Genndy Tartakovsky
dir_48858252,Geoff Burrowes
dir_b771d2d2,Geoff Burton
dir_319d03da,Geoff Murphy
dir_117b3c17,Geoffrey Sax
dir_57905082,Geoffrey Wright
dir_e00ce356,George A. Romero
dir_4d539f18,George Armitage
dir_65b820fd,George Bowers
dir_15cdd012,George C. Wolfe
dir_0443b143,George Clooney
dir_cb1b61f9,George Cukor
dir_9fd07dce,George Gallo
dir_13906fa5,George Hickenlooper
dir_171827d4,George Huang
dir_4288835c,George Jackson
dir_7db49788,George Lucas
dir_c9b35031,George Mendeluk
dir_0e56f18c,George Mihalka
dir_401b0a40,George Miller
dir_5af4b09c,George Nolfi
dir_161b70c3,George P. Cosmatos
dir_c61016d0,George Ratliff
dir_00e8566a,George Roy Hill
dir_4d1d7c51,George Scribner
dir_75579dd7,George Sluizer
dir_d9f70a7a,George Tillman Jr.
dir_e635b988,Georges Lautner
dir_6bab70d9,Gerard McMurray
dir_2a1d4806,Gia Coppola
dir_64794ec6,Gideon Amir
dir_d8564e5b,Gil Junger
dir_7364e077,Gil Kenan
dir_9be37544,Gilbert Adler
dir_64df101f,Gilbert Cates
dir_6b9a4a02,Gilles Paquet-Brenner
dir_eee2d715,Gillian Armstrong
dir_af3057d5,Gillies MacKinnon
dir_c9cdb02b,Gina Prince-Bythewood
dir_609a9cdc,Giuseppe Tornatore
dir_f0c513c1,Glen Morgan
dir_2f900d6c,Glenn Ficarra
dir_5f62df19,Glenn Gordon Caron
dir_0f8fc235,Glenn Jordan
dir_dddd4bc7,Gonzalo López-Gallego
dir_847e82cd,Goran Dukic
dir_2eeb2fda,Gordon Chan
dir_51b009dd,Gordon Hessler
dir_5bf19965,Gordon Willis
dir_f131d1e1,Gore Verbinski
dir_0ed55e77,Gorô Miyazaki
dir_d6b7916c,Gorô Taniguchi
dir_cf2275b5,Graeme Clifford
dir_fdad0116,Graham Baker
dir_a9d88f92,Grant Heslov
dir_45459486,Greg Beeman
dir_2ea9112d,Greg Berlanti
dir_4b80ccdc,Greg Coolidge
dir_fbdd7e29,Greg McLean
dir_027c22f0,Greg Mottola
dir_4827fcd1,Greg Tiernan
dir_9e5b26a5,Gregg Araki
dir_d4f3124c,Gregg Champion
dir_5ae0a413,Gregor Jordan
dir_52a434ee,Gregory Dark
dir_eb899221,Gregory Hoblit
dir_0a60299e,Gregory Jacobs
dir_05e343b4,Gregory Nava
dir_318f8d8e,Gregory Plotkin
dir_d47938f6,Gregory Poirier
dir_3c2666cf,Gregory Widen
dir_617ddaee,Greta Gerwig
dir_6ee28de6,Greydon Clark
dir_7203f1b9,Griffin Dunne
dir_898e9fd8,Guillaume Canet
dir_7e2f5c47,Guillermo Arriaga
dir_81cad45b,Guillermo del Toro
dir_2e250f6d,Gurinder Chadha
dir_14101604,Gus Trikonis
dir_12a54980,Gus Van Sant
dir_5d8ff98d,Gustav Möller
dir_06d666a0,Guy Ferland
dir_1e5c2468,Guy Hamilton
dir_bc1c2c92,Guy Maddin
dir_00229161,Guy Ritchie
dir_05e80f98,Gérard Corbiau
dir_7c451d08,Gérard Kikoïne
dir_417b829e,Gérard Krawczyk
dir_a588f6f8,Gérard Lauzier
dir_41847e70,Gérard Pirès
dir_35fc9f0c,Haifaa Al-Mansour
dir_d8b0546c,Hal Ashby
dir_a779f391,Hal Barwood
dir_5e741c9b,Hal Hartley
dir_9539c75e,Hal Needham
dir_4d6e94c2,Hallie Meyers-Shyer
dir_98c25cbd,Hampton Fancher
dir_0b0496b5,Hannah Pearl Utt
dir_d3dade1a,Hannes Holm
dir_0e880fe9,Hans Petter Moland
dir_5c7bb617,Hany Abu-Assad
dir_2f76978a,Harald Zwart
dir_c794e687,Hark Tsui
dir_c2442b5a,Harley Cokeliss
dir_7808aee8,Harmony Korine
dir_9cb3a855,Harold Becker
dir_0dca6bc3,Harold Cronk
dir_9b910141,Harold Ramis
dir_878bd720,Harry Elfont
dir_347c2f76,Harry Hook
dir_639600c0,Harry Winer
dir_2781393b,Hart Bochner
dir_ef8a982e,Haruki Kadokawa
dir_9a0f01b3,Harvey Miller
dir_370b66fe,Hayao Miyazaki
dir_d51bf860,Hector Babenco
dir_a991f121,Heitor Dhalia
dir_ffdede8e,Hendel Butoy
dir_fce35e52,Henning Carlsen
dir_06b13549,Henry Alex Rubin
dir_d6245ff4,Henry Bean
dir_4f8351ea,Henry Hobson
dir_8d1ec3f3,Henry Joost
dir_1b4ab2d0,Henry Selick
dir_ccf4cbf8,Henry Winkler
dir_5e97a233,Herb Freed
dir_9fd4e006,Herbert Ross
dir_830c77cc,Hettie Macdonald
dir_5580d641,Heywood Gould
dir_597dad96,Hideaki Anno
dir_5115fe90,Hideo Nakata
dir_c5058621,Hirokazu Koreeda
dir_973e9651,Hiromasa Yonebayashi
dir_ebd7558b,Hironobu Sakaguchi
dir_a82dcc57,Hirotsugu Kawasaki
dir_cad0dced,Hiroyuki Okiura
dir_15c65b30,Holly Goldberg Sloan
dir_b039f37a,Homi Adajania
dir_b86a4f33,Howard Avedis
dir_5c45876e,Howard Brookner
dir_860f74ae,Howard Deutch
dir_7645e3c8,Howard Franklin
dir_9b2adbdd,Howard McCain
dir_28691b32,Howard Storm
dir_ad0643c2,Howard Zieff
dir_2fe7eb0d,Hoyt Yeatman
dir_dfdcdd07,Hu Guan
dir_8926897f,Hugh Hudson
dir_1fe5bbcb,Hugh Wilson
dir_58f02543,Hun Jang
dir_1831857e,Hunter Richards
dir_ef5ccdac,Hy Averback
dir_5b2fc8fd,Hype Williams
dir_12330771,Iain Softley
dir_6244a20c,Ian Mune
dir_a8afc0a8,Ian Sharp
dir_9be60565,Ice Cube
dir_ee371621,Igor Kovalyov
dir_3fa22bfa,Ildikó Enyedi
dir_a7ea7de7,Ilya Naishuller
dir_678683a5,Imtiaz Ali
dir_0a94008e,Indra Kumar
dir_8cfa7f7d,Ingmar Bergman
dir_25d88e6b,Ippei Kuri
dir_d987c33c,Irvin Kershner
dir_08f5ab38,Irwin Winkler
dir_dd502e3a,Isabel Coixet
dir_93621487,Isao Takahata
dir_a986d739,István Szabó
dir_0e82ecac,Ivan Passer
dir_2f558182,Ivan Reitman
dir_9f9a6158,Ivan Sen
dir_686ab33b,J Blakeson
dir_7b7452ef,J. Lee Thompson
dir_49d166ff,J.A. Bayona
dir_feccea7e,J.B. Rogers
dir_97192b54,J.C. Chandor
dir_0c5f991f,J.F. Lawton
dir_4d4063bd,J.J. Abrams
dir_b8c11b7c,J.J. Englert
dir_53803d30,J.P. Schaefer
dir_7fa63ecc,Jack Bender
dir_6bc5400a,Jack Clayton
dir_fd2f5bd8,Jack Fisk
dir_546d50f2,Jack Fletcher
dir_309dc898,Jack Nicholson
dir_a42ec4d6,Jack Sholder
dir_c551d6c0,Jack Smight
dir_0a82b6b6,Jackie Chan
dir_3f4e1ee5,Jaco Van Dormael
dir_e583b887,Jacob Estes
dir_b039f76f,Jacques Audiard
dir_3d101432,Jacques Dorfmann
dir_f399cfca,Jacques Rivette
dir_bbad7c5f,Jafar Panahi
dir_1dc3fa81,Jagan Shakti
dir_026cb370,Jake Kasdan
dir_f2e7b015,Jake Schreier
dir_b50df36e,Jake Scott
dir_ca89bf33,Jake Szymanski
dir_22d78c0b,Jalmari Helander
dir_00c7d713,Jamaa Fanaka
dir_1e853110,James B. Harris
dir_ef5c13b9,James Beshears
dir_60f5a01c,James Bobin
dir_4f2fa06d,James Bond III
dir_3c66e2a0,James Bridges
dir_47136802,James Burrows
dir_0c1f0416,James Cameron
dir_e1274f4a,James Cox
dir_7cdd939e,James D. Parriott
dir_1af90892,James DeMonaco
dir_dabb3e8d,James Dearden
dir_1081689e,James F. Robinson
dir_d025658b,James Fargo
dir_42cd21c0,James Foley
dir_9e14e111,James Franco
dir_00ec3449,James Frawley
dir_088cf5de,James Gartner
dir_9b263d09,James Glickenhaus
dir_16414036,James Goldstone
dir_b5e5c703,James Gray
dir_9a06f89c,James Gunn
dir_e3828b9c,James Isaac
dir_ff6da71a,James Ivory
dir_e6b70e05,James Kent
dir_e2192f14,James Komack
dir_29e8f7d0,James L. Brooks
dir_9eeede56,James L. Conway
dir_f6808b72,James Lapine
dir_784b72c3,James Mangold
dir_bb2d8604,James Marsh
dir_87ba6d2b,James Mather
dir_824aed9f,James McTeigue
dir_a9a90956,James Merendino
dir_63dac4db,James Orr
dir_d88693b9,James Ponsoldt
dir_5f37c7bc,James Randall
dir_8b39696d,James Sbardellati
dir_7014cf6a,James Signorelli
dir_d922d53d,James Simone
dir_408513ce,James Toback
dir_49d24a15,James Wan
dir_8b1f1cea,James Ward Byrkit
dir_7f54127f,James Watkins
dir_68cdd9f0,James Wong
dir_4cc1edc7,James Yukich
dir_de7a84c5,Jamie Babbit
dir_e22b69e4,Jamie Blanks
dir_7db672c5,Jamie Linden
dir_7a280467,Jamie M. Dagg
dir_3225e1a1,Jamie Travis
dir_50a1b0a9,Jamie Uys
dir_5b277851,Jan Egleson
dir_da0ec40d,Jan de Bont
dir_37470076,Jane Campion
dir_c0d8ad2e,Janet Greek
dir_072b4e0c,Janice Karman
dir_5871ed7d,Janus Metz
dir_290b0d05,Janusz Kaminski
dir_3619b4f2,Jared Hess
dir_86eef9f4,Jason Bateman
dir_c63224e3,Jason Bloom
dir_12b5759b,Jason Eisener
dir_cdaf8bc2,Jason Friedberg
dir_b146c988,Jason Kwan
dir_f0858a98,Jason Moore
dir_6a164b10,Jason Reitman
dir_72813683,Jason Winer
dir_85f2eccc,Jason Zada
dir_9b032860,Jaume Balagueró
dir_d980daa1,Jaume Collet-Serra
dir_ced57ae9,Jay Chandrasekhar
dir_8c648f62,Jay Craven
dir_4db02a8a,Jay Duplass
dir_1f393c3d,Jay Levey
dir_32f7c853,Jay Roach
dir_013875ed,Jay Russell
dir_35710b11,Jay Sandrich
dir_24e9471b,Jayson Thiessen
dir_8d5ce98a,Jazz Boon
dir_d32f996e,Je-kyu Kang
dir_edfcaa89,Je-yong Lee
dir_759bc2e1,Jean-Claude Brisseau
dir_0dec8013,Jean-Claude Lauzon
dir_d2b212cc,Jean-Claude Lord
dir_73ba0ffc,Jean-Claude Tramont
dir_b171f79e,Jean-Claude Van Damme
dir_5b908fbf,Jean-François Richet
dir_79de55ec,Jean-Jacques Annaud
dir_3a20b2fd,Jean-Jacques Beineix
dir_60c9c5df,Jean-Marc Vallée
dir_26a37310,Jean-Marie Poiré
dir_32d4613c,Jean-Paul Rappeneau
dir_c16c800c,Jean-Pierre Dardenne
dir_b8bec59e,Jean-Pierre Jeunet
dir_1acde006,Jeannot Szwarc
dir_eae31602,Jeb Stuart
dir_608ace54,Jee-woon Kim
dir_96d91c25,Jefery Levy
dir_c561a0bf,Jeff Baena
dir_c690b3b8,Jeff Bleckner
dir_7bdecb34,Jeff Blyth
dir_ed32416e,Jeff Burr
dir_1117ef4f,Jeff Fowler
dir_3b02eb4b,Jeff Franklin
dir_62707fcc,Jeff Kanew
dir_9125931e,Jeff Nichols
dir_0f6a7b96,Jeff Pollack
dir_ea984a82,Jeff Schaffer
dir_73e5516f,Jeff Tomsic
dir_de422424,Jeff Tremaine
dir_e0df389e,Jeff Wadlow
dir_b628f4c5,Jeffrey Blitz
dir_6c382265,Jeffrey Bloom
dir_c1052c0f,Jeffrey Delman
dir_646979e1,Jeffrey Hornaday
dir_1f9b6fa2,Jeffrey Nachmanoff
dir_cdccfc28,Jeffrey Nicholson
dir_41a89dce,Jemaine Clement
dir_afc20200,Jennifer Flackett
dir_65169e5e,Jennifer Kent
dir_53273065,Jennifer Lynch
dir_992fccf8,Jennifer Yuh Nelson
dir_0dfea63b,Jenny Gage
dir_c4be0e01,Jeong-beom Lee
dir_bd9d25e3,Jeremiah S. Chechik
dir_4a97c6d1,Jeremy Dyson
dir_fb43f951,Jeremy Garelick
dir_074c26b1,Jeremy Gillespie
dir_8338980a,Jeremy Kagan
dir_ac561df0,Jeremy Leven
dir_bf6dbe21,Jeremy Saulnier
dir_32b74587,Jerrold Freedman
dir_fc32b950,Jerry Belson
dir_59742d71,Jerry Jameson
dir_ee460346,Jerry Kramer
dir_dabe7cc8,Jerry Mitchell
dir_983c9940,Jerry Paris
dir_bc99947e,Jerry Rees
dir_299e0821,Jerry Schatzberg
dir_fa22b22c,Jerry Zaks
dir_2accbf9f,Jerry Zucker
dir_956e41a2,Jerusha Hess
dir_646413d2,Jesse Dylan
dir_fa165bb4,Jesse Peretz
dir_79c39846,Jesse V. Johnson
dir_b1e868c2,Jesse Vaughan
dir_5428f719,Jessica Bendinger
dir_f23ab743,Jessie Nelson
dir_a4718c72,Jessy Terrero
dir_a3b6526a,Jez Butterworth
dir_4caa875d,Jill Culton
dir_13e612bb,Jill Sprecher
dir_2af122d6,Jim Abrahams
dir_2d52e8e6,Jim Drake
dir_7e52c60b,Jim Fall
dir_e45a25ff,Jim Field Smith
dir_8ce4e917,Jim Gillespie
dir_edcd86e1,Jim Goddard
dir_0f2d1019,Jim Henson
dir_a7a32ccd,Jim Jarmusch
dir_5f716e19,Jim Kouf
dir_1649dcd5,Jim McBride
dir_a41d778f,Jim Mickle
dir_c1df6e1d,Jim Sheridan
dir_5d03b80d,Jim Sonzero
dir_8f876ebb,Jim Sotos
dir_315a9431,Jim Wheat
dir_67513f77,Jim Wilson
dir_7597b716,Jim Wynorski
dir_4fcec3d5,Jimmy Hayward
dir_01fc611b,Jimmy Huston
dir_b0e12db8,Jimmy T. Murakami
dir_897c31cc,Joachim Rønning
dir_572ff2aa,Joachim Trier
dir_42c6db7e,Joan Chen
dir_51169baa,Joan Freeman
dir_4b0a033d,Joan Micklin Silver
dir_baec32e5,Joanna Hogg
dir_d64d5025,Joby Harold
dir_378b5160,Jocelyn Moorhouse
dir_1d577d3a,Jodie Foster
dir_a6daea30,Jody Hill
dir_266459f6,Joe Alves
dir_0518faef,Joe Berlinger
dir_215c3421,Joe Camp
dir_32ffca36,Joe Carnahan
dir_d1a90813,Joe Chappelle
dir_f469db27,Joe Charbanic
dir_f7816824,Joe Cornish
dir_07897a53,Joe Dante
dir_e0415289,Joe Gayton
dir_6d94b9b7,Joe Johnston
dir_52020952,Joe Layton
dir_a34de553,Joe Lynch
dir_fec6c025,Joe Nussbaum
dir_e7c16ab0,Joe Penna
dir_b7ad6599,Joe Pytka
dir_d4e979da,Joe Roth
dir_73202c78,Joe Talbot
dir_a51656bf,Joe Wright
dir_96357a4f,Joel Coen
dir_d4098266,Joel Edgerton
dir_ed0ff14e,Joel Gallen
dir_f7444fbe,Joel Hershman
dir_03537c13,Joel Hopkins
dir_65d67de1,Joel Oliansky
dir_fb010b27,Joel Schumacher
dir_b2ee437a,Joel Silberg
dir_5656b9f7,Joel Zwick
dir_01ad6d7a,Joey Soloway
dir_d6eb78ef,Johannes Roberts
dir_4f939489,John A. Davis
dir_dde917d4,John Andreas Andersen
dir_c7fb15d6,John Asher
dir_5095a582,John August
dir_0e746315,John Badham
dir_f8271c89,John Bailey
dir_6ca158d5,John Bonito
dir_c13c2785,John Boorman
dir_13ca2f3a,John Bruno
dir_52deae7c,John Byrum
dir_292c6c99,John C. Broderick
dir_e310929d,John Cameron Mitchell
dir_fe4aa57a,John Carl Buechler
dir_c4a6bb43,John Carney
dir_c4686f2f,John Carpenter
dir_59142bde,John Carroll Lynch
dir_9c529d5f,John Cornell
dir_6c2a0bc3,John Crowley
dir_8ca0c1d2,John Curran
dir_8967ca34,John D. Hancock
dir_3a09d2b9,John Dahl
dir_536b1314,John Derek
dir_c58cde3a,John Duigan
dir_15c88dd6,John Eng
dir_a7045cb4,John Erick Dowdle
dir_cfb0a057,John Erman
dir_4da4094d,John Fawcett
dir_c449da6a,John Flynn
dir_9264ce29,John Fortenberry
dir_863f2a71,John Francis Daley
dir_bc898d42,John Frankenheimer
dir_267db263,John G. Avildsen
dir_006d6868,John Gatins
dir_1769389d,John Glen
dir_60d5b11f,John Gray
dir_5eb67a5c,John Guillermin
dir_a91c2155,John Gulager
dir_6d9934b5,John Hamburg
dir_f45248d9,John Harrison
dir_843018f2,John Herzfeld
dir_cce197c6,John Hillcoat
dir_2ca6ade7,John Hindman
dir_1aaebdb5,John Hoffman
dir_6cd60af8,John Hough
dir_961b4e0c,John Howley
dir_56a07329,John Hughes
dir_8dd4cb1d,John Huston
dir_31ea5e5d,John Hyams
dir_498240b6,John Irvin
dir_abf1cb96,John Krasinski
dir_04d53282,John Krokidas
dir_abc86445,John Lafia
dir_117c6089,John Landis
dir_29b840d9,John Lasseter
dir_5909e6b9,John Lee Hancock
dir_e24ef1b5,John Luessenhop
dir_b83e0970,John Mackenzie
dir_8caacd18,John Maclean
dir_ffd480b3,John Madden
dir_d6a2058d,John Maybury
dir_8f8c6f19,John McNaughton
dir_1659ff8c,John McTiernan
dir_a396a11c,John Michael McDonagh
dir_2429bcc9,John Milius
dir_1e6b02eb,John Moore
dir_fe23ef58,John N. Smith
dir_46a5d78f,John Nicolella
dir_e49bdb0c,John Ottman
dir_6213c04f,John Pasquin
dir_a93383a2,John Patrick Kelley
dir_edc47783,John Patrick Shanley
dir_1b27e5ec,John Payson
dir_1025344f,John Pieplow
dir_d9b0c515,John Pogue
dir_7c034d0d,John Polson
dir_6e0a5e77,John R. Cherry III
dir_c1cde277,John R. Leonetti
dir_0cbff051,John Roberts
dir_237c062f,John Sayles
dir_fdb14099,John Schlesinger
dir_6f5a0401,John Schultz
dir_d7348611,John Singleton
dir_126b718a,John Stainton
dir_ea2b0fd3,John Stalberg Jr.
dir_9fff0cde,John Stockwell
dir_744bf476,John Swab
dir_ce97887d,John Turturro
dir_4d006dfe,John Warren
dir_31307623,John Waters
dir_4eed8ced,John Wells
dir_218d69d4,John Whitesell
dir_2bdcf066,John Wintergate
dir_a4e2679e,John Woo
dir_79264519,Jon Amiel
dir_7f1218ed,Jon Avnet
dir_e7ab29d1,Jon Favreau
dir_47076be1,Jon Hess
dir_741a7312,Jon Hurwitz
dir_6c26267f,Jon Lucas
dir_efed3a34,Jon M. Chu
dir_9ce00045,Jon Poll
dir_0cf559d0,Jon S. Baird
dir_e75eff36,Jon Turteltaub
dir_c564443b,Jon Watts
dir_5047fb27,Jonah Hill
dir_16dd9715,Jonah Markowitz
dir_2282d089,Jonas Åkerlund
dir_12a65757,Jonathan Baker
dir_9d168a41,Jonathan Darby
dir_9d43da18,Jonathan Dayton
dir_56e53ef1,Jonathan Demme
dir_06b43f1e,Jonathan Frakes
dir_89475e98,Jonathan Glazer
dir_888e88f8,Jonathan Hensleigh
dir_58bd2399,Jonathan Jakubowicz
dir_9df559b9,Jonathan Kaplan
dir_8f267b0a,Jonathan Kasdan
dir_0ab97772,Jonathan King
dir_02229046,Jonathan Levine
dir_1ef42d90,Jonathan Liebesman
dir_3542ffa5,Jonathan Lynn
dir_c4b22855,Jonathan Milott
dir_8d263bbd,Jonathan Mostow
dir_0e7e179f,Jonathan Prince
dir_36eb39b8,Jonathan R. Betuel
dir_ac839d4c,Jonathan Sanger
dir_c55ebb26,Jonathan Teplitzky
dir_de5b6f20,Jonathan Wacks
dir_f5e99553,Joo-hwan Kim
dir_e8b90a62,Jordan Melamed
dir_fa2cb13c,Jordan Peele
dir_9f3aa6c6,Jordan Rubin
dir_139968d4,Jordan Scott
dir_b104ca22,Jordan Vogt-Roberts
dir_8082097b,Jorge Blanco
dir_3c25fda0,Jorge Dorado
dir_6262c4cc,Jorge R. Gutiérrez
dir_c9a80b8a,Jorma Taccone
dir_21cad7ef,Josef Rusnak
dir_0fb43ae6,Joseph Barbera
dir_10269eeb,Joseph Ebanks
dir_3f4d5751,Joseph Gordon-Levitt
dir_1a680fbb,Joseph Kahn
dir_47629a1c,Joseph Kosinski
dir_3254f9a7,Joseph Ruben
dir_48c79040,Joseph Sargent
dir_e0f24653,Joseph Vilsmaier
dir_2b921d5b,Joseph Zito
dir_de32b8df,Josh Boone
dir_dd121bc9,Josh Cooley
dir_b5c71201,Josh Gordon
dir_62a4ce8f,Josh Radnor
dir_17f0c271,Josh Schwartz
dir_dab4f011,Josh Trank
dir_c637ce6a,Joshua Marston
dir_27f6ae99,Joshua Michael Stern
dir_48203a1d,Josie Rourke
dir_d970e61a,Joss Whedon
dir_0282eb46,José Padilha
dir_59e188a4,Jovan Acin
dir_12cb8df3,Joyce Chopra
dir_5d12a466,João Pedro Rodrigues
dir_9c3964fe,Juan Carlos Fresnadillo
dir_d60d07cb,Juan José Campanella
dir_2d29b872,Juan Piquer Simón
dir_c4098353,Juan Solanas
dir_f8b3e6b0,Judd Apatow
dir_fc38379e,Jules Bass
dir_b406a233,Julia Ducournau
dir_68d6fa65,Julia Leigh
dir_e9c1013b,Julian Jarrold
dir_440c9aa9,Julian Schnabel
dir_42de758d,Julie Anne Robinson
dir_d7a88a7a,Julie Dash
dir_4724850a,Julie Taymor
dir_ce1e68b6,Julien Temple
dir_3ac43b93,Julio Medem
dir_84971a98,Julius Avery
dir_954b9722,Julius Onah
dir_0421b6c0,Jun Falkenstein
dir_8f50300a,Jung Da-Won
dir_58399de3,Just Jaeckin
dir_1e285ebb,Justin Baldoni
dir_8de9a5a8,Justin Benson
dir_a8b5260e,Justin Chadwick
dir_7089ae34,Justin Chon
dir_9a687750,Justin Kerrigan
dir_2c4fb122,Justin Kreinbrink
dir_8432c9aa,Justin Kurzel
dir_6a884e64,Justin Lin
dir_0939d3ce,Justin Simien
dir_6dc8811b,Justin Zackham
dir_10801426,József Gémes
dir_0628b3c7,Jûzô Itami
dir_26b9bac8,Kabir Khan
